"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"서울특별시","10세","전체","","123895","121499","123495","133287","135431","130584","130466","127312","122020","118559","112333","107794","111856","96006","85656","85082","82076","73327","75032","80577","75180","70378","73776","71911","74250","66672",
"서울특별시","10세","여자","","58255","57595","57673","63211","63873","60842","60955","60003","58145","57084","53780","51760","53718","46241","41388","41182","39740","35510","36321","39213","36472","34390","35937","35059","36140","32356",
"서울특별시","10세","남자","","65640","63904","65822","70076","71558","69742","69511","67309","63875","61475","58553","56034","58138","49765","44268","43900","42336","37817","38711","41364","38708","35988","37839","36852","38110","34316",
"서울특별시","11세","전체","","122811","124160","122226","123678","133995","135897","131413","130879","127645","122100","118696","112499","107677","111428","95388","85239","84629","81332","72584","74502","79733","74930","70062","72979","71693","74287",
"서울특별시","11세","여자","","58747","58356","57900","57717","63504","64058","61117","61159","60109","58112","57155","53889","51650","53508","45893","41167","40967","39459","35150","36072","38764","36375","34228","35561","34923","36191",
"서울특별시","11세","남자","","64064","65804","64326","65961","70491","71839","70296","69720","67536","63988","61541","58610","56027","57920","49495","44072","43662","41873","37434","38430","40969","38555","35834","37418","36770","38096",
"서울특별시","12세","전체","","128528","123915","125726","123344","124966","135526","137403","132402","132207","128628","122963","119523","113036","107708","111130","95197","85274","84334","80747","72380","74074","79942","74955","69798","73139","71911",
"서울특별시","12세","여자","","60430","59268","59095","58451","58287","64260","64777","61554","61816","60599","58515","57472","54009","51671","53261","45767","41184","40756","39109","34956","35788","38793","36368","34002","35503","34971",
"서울특별시","12세","남자","","68098","64647","66631","64893","66679","71266","72626","70848","70391","68029","64448","62051","59027","56037","57869","49430","44090","43578","41638","37424","38286","41149","38587","35796","37636","36940",
"서울특별시","13세","전체","","136568","127751","123922","125261","123259","124649","135431","137147","132440","131978","128461","122857","119350","112316","106908","110486","94743","84511","83494","80264","71698","73725","79461","74226","69481","72773",
"서울특별시","13세","여자","","64826","60156","59216","59012","58526","58182","64232","64727","61646","61724","60560","58564","57362","53663","51305","52975","45606","40807","40398","38939","34622","35650","38613","36032","33882","35317",
"서울특별시","13세","남자","","71742","67595","64706","66249","64733","66467","71199","72420","70794","70254","67901","64293","61988","58653","55603","57511","49137","43704","43096","41325","37076","38075","40848","38194","35599","37456",
"서울특별시","14세","전체","","139761","136469","128478","124228","125780","123818","125431","135675","137657","132766","132339","128767","123140","119063","111864","106669","110145","94302","83929","83081","79681","71582","73398","78965","73939","69371",
"서울특별시","14세","여자","","66558","64855","60568","59486","59285","58816","58620","64469","65070","61834","61945","60754","58755","57227","53469","51227","52822","45377","40573","40200","38607","34589","35493","38353","35892","33846",
"서울특별시","14세","남자","","73203","71614","67910","64742","66495","65002","66811","71206","72587","70932","70394","68013","64385","61836","58395","55442","57323","48925","43356","42881","41074","36993","37905","40612","38047","35525",
"서울특별시","15세","전체","","162366","139933","137528","129257","125221","126836","124878","126204","136780","138436","133649","133249","129667","123169","118800","111753","106792","110050","93942","83791","82773","79677","71470","73101","78832","73898",
"서울특별시","15세","여자","","77195","66689","65361","61033","60011","59802","59360","59089","64945","65396","62209","62321","61173","58769","57174","53429","51274","52775","45229","40483","40056","38565","34519","35377","38290","35888",
"서울특별시","15세","남자","","85171","73244","72167","68224","65210","67034","65518","67115","71835","73040","71440","70928","68494","64400","61626","58324","55518","57275","48713","43308","42717","41112","36951","37724","40542","38010",
"서울특별시","16세","전체","","177954","160187","138837","136122","128403","124364","126339","124153","125830","136341","138416","133501","133310","129002","122232","118196","111418","106085","109021","93326","83012","82287","79105","70668","72618","78204",
"서울특별시","16세","여자","","85127","76205","66236","64823","60679","59676","59655","59173","59010","64807","65431","62216","62473","60978","58388","56942","53347","51009","52389","45010","40189","39857","38357","34209","35208","38051",
"서울특별시","16세","남자","","92827","83982","72601","71299","67724","64688","66684","64980","66820","71534","72985","71285","70837","68024","63844","61254","58071","55076","56632","48316","42823","42430","40748","36459","37410","40153",
"서울특별시","17세","전체","","186373","176470","159702","137652","135414","127691","124233","126219","124118","125721","136284","138472","133731","132938","128406","121842","117950","110951","105498","108584","92791","82767","81820","78485","70496","72331",
"서울특별시","17세","여자","","89045","84537","76174","65856","64621","60568","59758","59770","59235","59031","64879","65626","62468","62355","60715","58253","56910","53158","50762","52236","44907","40109","39729","38116","34222","35134",
"서울특별시","17세","남자","","97328","91933","83528","71796","70793","67123","64475","66449","64883","66690","71405","72846","71263","70583","67691","63589","61040","57793","54736","56348","47884","42658","42091","40369","36274","37197",
"서울특별시","18세","전체","","187115","185251","176117","158463","136864","134664","127623","124064","126141","124052","125541","136108","138596","133113","132364","127962","121655","117610","110501","105344","108139","92621","82413","81354","78443","70353",
"서울특별시","18세","여자","","89789","88899","84629","75912","65780","64515","60693","59910","59934","59441","59096","65037","65854","62251","62265","60721","58332","56952","53131","50856","52226","44996","40119","39710","38271","34296",
"서울특별시","18세","남자","","97326","96352","91488","82551","71084","70149","66930","64154","66207","64611","66445","71071","72742","70862","70099","67241","63323","60658","57370","54488","55913","47625","42294","41644","40172","36057",
"서울특별시","19세","전체","","189664","187980","186214","176212","158626","137726","135937","129480","125660","127463","125239","126701","137626","138774","133761","133384","129831","123288","119457","112807","108040","111662","95406","84649","86227","83411",
"서울특별시","19세","여자","","92867","91091","90281","85463","76691","66823","65628","62088","61160","61004","60437","60120","66239","66302","63198","63336","62432","59946","58692","55094","53170","54908","47218","42026","43138","41815",
"서울특별시","19세","남자","","96797","96889","95933","90749","81935","70903","70309","67392","64500","66459","64802","66581","71387","72472","70563","70048","67399","63342","60765","57713","54870","56754","48188","42623","43089","41596",
"서울특별시","20세","전체","","161639","190809","189243","186019","176748","159273","139046","137256","130803","126565","128283","126165","127580","137904","139523","134206","134410","130443","124384","120957","114742","110727","114046","97483","88938","90143",
